bo_kom_today,sognekode,sogn,Inviterede_i_sognet,Antal_inviteret_ikke_booket,Andel_inviteret_ikke_booket,Andel_booket,Andel_påbegyndt,Andel_færdigvaccineret
Sønderborg,9001,"Havnbjerg,Sønderborg",2711,368,14%,0%,1%,85%
Sønderborg,9002,"Oksbøl,Sønderborg",659,119,18%,0%,0%,81%
Sønderborg,9003,"Egen,Sønderborg",2580,259,10%,0%,1%,89%
Sønderborg,9004,"Broager,Sønderborg",3932,358,9%,0%,1%,90%
Sønderborg,9005,"Egernsund,Sønderborg",1387,125,9%,0%,1%,90%
Sønderborg,9006,"Dybbøl,Sønderborg",3755,273,7%,0%,1%,92%
Sønderborg,9007,"Nybøl,Sønderborg",1152,144,13%,0%,1%,86%
Sønderborg,9008,"Sottrup,Sønderborg",1691,156,9%,0%,1%,90%
Sønderborg,9009,"Ullerup,Sønderborg",1474,191,13%,0%,1%,86%
Sønderborg,9019,"Gråsten,Sønderborg",2945,332,11%,0%,1%,88%
Sønderborg,9025,"Rinkenæs,Sønderborg",2230,276,12%,0%,1%,87%
Sønderborg,9028,"Kværs,Sønderborg",809,126,16%,0%,1%,84%
Sønderborg,9259,"Adsbøl,Sønderborg",512,56,11%,0%,1%,88%
Thisted,,,64,22,34%,0%,8%,58%
Thisted,8642,"Hillerslev,Thisted",751,71,9%,0%,1%,90%
Thisted,8643,"Kåstrup,Thisted",82,18,22%,0%,0%,78%
Thisted,8644,"Sennels,Thisted",1079,75,7%,0%,1%,92%
Thisted,8645,"Hunstrup,Thisted",281,64,23%,1%,2%,75%
Thisted,8646,"Østerild,Thisted",656,61,9%,1%,0%,90%
Thisted,8647,"Hjardemål,Thisted",120,17,14%,0%,1%,85%
Thisted,8648,"Vestervig,Thisted",1174,129,11%,0%,1%,88%
Thisted,8649,"Agger,Thisted",338,23,7%,0%,0%,93%
Thisted,8650,"Hurup,Thisted",2563,206,8%,0%,1%,91%
Thisted,8651,"Boddum,Thisted",183,20,11%,0%,3%,86%
Thisted,8652,"Ydby,Thisted",548,52,9%,0%,1%,90%
Thisted,8660,"Snedsted,Thisted",1418,208,15%,0%,2%,83%
Thisted,8661,"Nørhå,Thisted",156,17,11%,0%,0%,89%
Thisted,8662,"Sønderhå,Thisted",245,25,10%,0%,2%,88%
Thisted,8663,"Hørsted,Thisted",86,<10,,,,
Thisted,8664,"Harring,Thisted",107,14,13%,0%,2%,85%
Thisted,8665,"Stagstrup,Thisted",868,105,12%,0%,1%,87%
Thisted,8666,"Skyum,Thisted",218,28,13%,0%,2%,85%
Thisted,8667,"Hørdum,Thisted",1016,101,10%,0%,1%,89%
Thisted,8683,"Hassing,Thisted",177,16,9%,0%,2%,89%
Thisted,8684,"Villerslev,Thisted",236,24,10%,0%,0%,89%
Thisted,8685,"Visby,Thisted",53,<10,,,,
Thisted,8686,"Heltborg,Thisted",320,35,11%,0%,1%,88%
Thisted,8689,"Hvidbjerg,Thisted",208,27,13%,0%,1%,86%
Thisted,8690,"Ørum,Thisted",122,<10,,,,
Thisted,8691,"Lodbjerg,Thisted",29,<10,,,,
Thisted,8714,"Tømmerby, Thisted",893,165,18%,0%,1%,81%
Thisted,8715,"Lild,Thisted",236,17,7%,0%,1%,92%
Thisted,8718,"Øsløs,Thisted",319,37,12%,0%,2%,87%
Thisted,8719,"Vesløs,Thisted",397,75,19%,0%,2%,80%
Thisted,8720,"Arup,Thisted",248,18,7%,0%,0%,92%
Thisted,8721,"Thisted,Thisted",10688,1077,10%,0%,1%,89%
Thisted,8722,"Tilsted,Thisted",1499,136,9%,0%,1%,90%
Thisted,8723,"Skinnerup,Thisted",202,22,11%,0%,1%,88%
Thisted,8724,"Sjørring,Thisted",1041,76,7%,0%,1%,92%
Thisted,8725,"Torsted,Thisted",189,23,12%,0%,2%,86%
Thisted,8726,"Skjoldborg,Thisted",438,63,14%,0%,1%,84%
Thisted,8727,"Kallerup,Thisted",117,12,10%,0%,2%,88%
Thisted,8728,"Hundborg,Thisted",706,102,14%,0%,1%,84%
Thisted,8729,"Jannerup,Thisted",113,21,19%,0%,1%,81%
Thisted,8730,"Vang,Thisted",341,39,11%,1%,1%,87%
Thisted,8731,"Rær,Thisted",668,135,20%,0%,2%,78%
Thisted,8732,"Hansted,Thisted",1758,263,15%,0%,1%,84%
Thisted,8733,"Vigsø,Thisted",59,<10,,,,
Thisted,8734,"Nors,Thisted",1168,120,10%,0%,1%,88%
Thisted,8735,"Tved,Thisted",197,22,11%,1%,2%,86%
Thisted,8736,"V Vandet,Thisted",188,11,6%,0%,2%,92%
Thisted,8737,"Ø Vandet,Thisted",170,15,9%,0%,0%,91%
Thisted,9127,"Klitmøller,Thisted",941,106,11%,0%,2%,86%
Thisted,9129,"Vorupør,Thisted",587,34,6%,0%,2%,93%
Thisted,9198,"Bedsted-Grurup,Thist",1170,151,13%,0%,2%,85%
Thisted,9235,"Stenbjerg,Thisted",166,19,11%,0%,1%,87%
Thisted,9320,Helligs-Gettrup Sogn,250,32,13%,0%,2%,85%
Tårnby,,,162,72,44%,0%,4%,51%
Tårnby,7190,"Tårnby,Tårnby",8998,1132,13%,0%,2%,86%
Tårnby,7191,"Kastrup,Tårnby",8785,1370,16%,0%,2%,83%
Tårnby,9081,"Korsvejens,Tårnby",7088,1073,15%,0%,2%,83%
Tårnby,9140,"Skelgårds,Tårnby",11314,1242,11%,0%,1%,88%
Tønder,,,75,36,48%,0%,5%,47%
Tønder,8956,"Agerskov,Tønder",1880,340,18%,0%,1%,81%
Tønder,8958,"Tirslund,Tønder",292,56,19%,0%,0%,80%
Tønder,8959,"Branderup,Tønder",480,78,16%,0%,2%,82%
Tønder,8960,"Toftlund,Tønder",3225,399,12%,0%,1%,87%
Tønder,9016,"Bedsted,Tønder",661,110,17%,0%,2%,81%
Tønder,9031,"Rejsby,Tønder",323,59,18%,0%,1%,81%
Tønder,9032,"Brøns,Tønder",569,77,14%,0%,2%,85%
Tønder,9033,"Vodder,Tønder",565,90,16%,0%,1%,82%
Tønder,9036,"Arrild,Tønder",681,129,19%,0%,1%,80%
Tønder,9038,"Skærbæk,Tønder",3053,359,12%,0%,1%,87%
Tønder,9040,"Ubjerg,Tønder",229,39,17%,0%,1%,82%
Tønder,9041,"Abild,Tønder",947,149,16%,0%,2%,82%
Tønder,9042,"Visby,Tønder",475,59,12%,0%,1%,87%
Tønder,9043,"Daler,Tønder",283,51,18%,0%,1%,81%
Tønder,9044,"Møgeltønder,Tønder",946,125,13%,0%,1%,86%
Tønder,9045,"Løgumkloster,Tønder",2876,341,12%,0%,1%,87%
Tønder,9046,"N Løgum,Tønder",1126,157,14%,0%,1%,85%
Tønder,9047,"Brede,Tønder",1594,253,16%,0%,2%,82%
Tønder,9048,"Døstrup,Tønder",589,96,16%,0%,1%,82%
Tønder,9049,"Mjolden,Tønder",174,32,18%,0%,0%,82%
Tønder,9050,"Randerup,Tønder",101,31,31%,0%,1%,68%
Tønder,9051,"Højer,Tønder",1155,186,16%,0%,1%,83%
Tønder,9052,"Emmerlev,Tønder",494,101,20%,0%,1%,78%
Tønder,9053,"Hjerpsted,Tønder",84,20,24%,0%,0%,76%
Tønder,9054,"Ballum,Tønder",438,72,16%,0%,1%,82%
Tønder,9055,"S Skast,Tønder",87,18,21%,0%,1%,78%
Tønder,9058,"Højst,Tønder",820,139,17%,0%,2%,81%
Tønder,9059,"Hostrup,Tønder",873,159,18%,0%,1%,81%
Tønder,9062,"Rømø,Tønder",536,73,14%,0%,0%,86%
Tønder,9178,"Tønder,Tønder",6938,887,13%,0%,1%,86%
Vallensbæk,,,84,50,60%,0%,4%,37%
Vallensbæk,7149,"Vallensbæk,Vallensbk",13685,2222,16%,0%,2%,82%
Varde,,,102,37,36%,0%,4%,60%
Varde,8738,"Skovlund,Varde",706,114,16%,0%,1%,82%
Varde,8787,"Strellev,Varde",263,48,18%,0%,1%,81%
Varde,8867,"Thorstrup,Varde",978,89,9%,0%,1%,90%
Varde,8868,"Horne,Varde",950,134,14%,0%,1%,85%
Varde,8869,"Hodde,Varde",251,45,18%,0%,2%,80%
Varde,8870,"Tistrup,Varde",1835,228,12%,0%,1%,86%
Varde,8871,"Ølgod,Varde",4462,537,12%,0%,1%,87%
Varde,8872,"Ansager,Varde",1554,187,12%,0%,1%,87%
Varde,8873,"Varde,Varde",13450,1540,11%,0%,1%,87%
Varde,8874,"Janderup,Varde",1135,146,13%,0%,1%,87%
Varde,8875,"Billum,Varde",734,89,12%,0%,1%,87%
Varde,8876,"Lunde,Varde",798,114,14%,0%,1%,85%
Varde,8877,"Outrup,Varde",1385,190,14%,0%,1%,85%
Varde,8878,"Kvong,Varde",420,73,17%,0%,2%,80%
Varde,8879,"N Nebel,Varde",1365,207,15%,0%,1%,84%
Varde,8880,"Lydum,Varde",237,41,17%,0%,1%,81%
Varde,8881,"Henne,Varde",767,113,15%,0%,1%,84%
Varde,8882,"Lønne,Varde",393,43,11%,0%,0%,89%
Varde,8898,"Vester Starup,Varde",957,136,14%,0%,1%,85%
Varde,8910,"Øse,Varde",1175,161,14%,0%,1%,86%
Varde,8911,"Næsbjerg,Varde",924,111,12%,0%,1%,87%
Varde,8912,"Grimstrup,Esbjerg",295,76,26%,0%,0%,74%
Varde,8914,"Fåborg,Varde",597,76,13%,0%,1%,86%
Varde,8915,"Årre,Varde",747,85,11%,0%,1%,88%
Varde,8920,"Alslev,Varde",1339,190,14%,0%,1%,85%
Varde,9153,"Agerbæk,Varde",1321,130,10%,0%,1%,89%
Varde,9196,"Blåvandshuk,Varde",622,64,10%,0%,1%,88%
Varde,9273,"Rousthøje,Varde",350,74,21%,0%,1%,78%
Varde,9291,"Aal,Varde",3190,333,10%,0%,1%,89%
Vejen,,,74,33,45%,0%,4%,51%
Vejen,8895,"Gørding,Esbjerg",31,<10,,,,
Vejen,8897,"Åstrup,Vejen",1080,143,13%,0%,2%,85%
Vejen,8925,"Lindknud,Vejen",715,108,15%,0%,1%,84%
Vejen,8926,"Brørup,Vejen",3474,526,15%,0%,1%,84%
Vejen,8927,"Holsted,Vejen",1815,285,16%,0%,1%,83%
Vejen,8928,"Føvling,Vejen",726,160,22%,0%,1%,77%
Vejen,8929,"Malt,Vejen",509,76,15%,0%,2%,83%
Vejen,8930,"Folding,Vejen",1434,172,12%,0%,1%,87%
Vejen,8931,"Vejen,Vejen",8089,971,12%,0%,1%,87%
Vejen,8932,"Læborg,Vejen",591,67,11%,0%,1%,87%
Vejen,8933,"Veerst,Vejen",474,77,16%,0%,1%,83%
Vejen,8934,"Bække,Vejen",1408,219,16%,0%,2%,83%
Vejen,8937,"Andst,Vejen",1284,168,13%,0%,2%,85%
Vejen,8938,"Gesten,Vejen",1327,226,17%,0%,1%,82%
Vejen,8947,"Lintrup,Vejen",643,123,19%,0%,0%,80%
Vejen,8948,"Hjerting,Vejen",230,55,24%,0%,1%,75%
Vejen,8949,"Rødding,Vejen",2785,343,12%,0%,1%,86%
Vejen,8950,"Skrave,Vejen",415,79,19%,0%,1%,80%
Vejen,8951,"Hygum,Vejen",814,125,15%,0%,1%,84%
Vejen,8953,"Ø Lindet,Vejen",687,106,15%,0%,1%,84%
Vejen,8977,"Jels,Vejen",2257,253,11%,0%,1%,88%
Vejen,8987,"Skodborg,Vejen",1551,251,16%,0%,2%,82%
Vejen,9137,"Askov,Vejen",2392,232,10%,0%,1%,89%
Vejen,9264,"Stenderup,Vejen",271,59,22%,0%,1%,77%
Vejen,9268,"Sankt Peders,Vejen",1378,254,18%,0%,1%,81%
Vejen,9269,"Hovborg,Vejen",545,96,18%,0%,1%,82%
Vejle,,,286,136,48%,0%,3%,49%
Vejle,7893,"Skt Nikolai,Vejle",11403,1839,16%,0%,2%,82%
Vejle,7894,"Vor Frelsers,Vejle",6795,1103,16%,0%,2%,82%
Vejle,7895,"Skt Johannes,Vejle",5239,1097,21%,0%,2%,77%
Vejle,7896,"Hornstrup,Vejle",842,117,14%,0%,1%,85%
Vejle,7898,"Grejs,Vejle",1416,177,13%,0%,1%,86%
Vejle,7903,"Bredsten,Vejle",1992,193,10%,0%,1%,89%
Vejle,7904,"Skibet,Vejle",3407,331,10%,0%,1%,89%
Vejle,7905,"Jelling,Vejle",3887,331,9%,0%,1%,90%
Vejle,7906,"Hover,Vejle",5300,592,11%,0%,2%,87%
Vejle,7907,"Kollerup,Vejle",383,48,13%,0%,2%,85%
Vejle,7908,"Vindelev,Vejle",253,40,16%,0%,0%,84%
Vejle,7916,"Gauerslund,Vejle",8743,852,10%,0%,1%,89%
Vejle,7917,"Vinding,Vejle",3241,218,7%,0%,1%,92%
Vejle,7918,"Skærup,Vejle",675,74,11%,0%,2%,87%
Vejle,7919,"Mølholm,Vejle",4026,320,8%,0%,2%,90%
Vejle,7920,"Smidstrup,Vejle",1464,191,13%,0%,1%,86%
Vejle,7922,"Gårslev,Vejle",1850,169,9%,0%,1%,90%
Vejle,7923,"Højen,Vejle",1127,151,13%,0%,1%,85%
Vejle,7924,"Jerlev,Vejle",874,81,9%,0%,1%,90%
Vejle,7925,"Egtved,Vejle",3174,373,12%,0%,1%,87%
Vejle,7926,"Ødsted,Vejle",1668,144,9%,0%,1%,91%
Vejle,7938,"Ø Starup,Vejle",1764,187,11%,0%,2%,88%
Vejle,7973,"Engum,Vejle",2117,217,10%,0%,2%,88%
Vejle,7975,"Givskud,Vejle",1026,138,13%,0%,1%,86%
Vejle,7976,"Ø Nykirke,Vejle",566,63,11%,0%,1%,88%
Vejle,7977,"Thyregod,Vejle",1778,291,16%,0%,2%,82%
Vejle,7978,"Vester,Vejle",315,41,13%,0%,2%,85%
Vejle,7982,"Ringive,Vejle",333,59,18%,0%,1%,82%
Vejle,7983,"Give,Vejle",4544,513,11%,0%,1%,88%
Vejle,7984,"Gadbjerg,Vejle",1190,198,17%,0%,1%,82%
Vejle,7985,"Lindeballe,Vejle",442,56,13%,0%,1%,86%
Vejle,7986,"Nørup, Vejle",1501,171,11%,0%,1%,88%
Vejle,7987,"Randbøl,Vejle",1307,213,16%,0%,1%,83%
Vejle,9092,"Nørremarks,Vejle",6519,1286,20%,0%,2%,78%
Vejle,9100,"Bredballe,Vejle",7602,562,7%,0%,1%,91%
Vejle,9188,"Hvejsel,Vejle",922,146,16%,0%,2%,82%
Vejle,9283,"Farre,Vejle",497,65,13%,0%,1%,86%
Vejle,9284,"Vorslunde,Vejle",116,15,13%,0%,2%,85%
Vejle,9285,"Langelund,Vejle",583,108,19%,0%,1%,80%
Vejle,9286,"Vonge,Vejle",829,92,11%,0%,1%,88%
Vesthimmerlands,,,76,31,41%,0%,3%,57%
Vesthimmerlands,8269,"Aars,Vesthimmerland",7799,768,10%,0%,1%,89%
Vesthimmerlands,8270,"Haubro,Vesthimmerlan",540,56,10%,0%,2%,88%
Vesthimmerlands,8271,"Vester Hornum,Vesthi",590,100,17%,0%,1%,82%
Vesthimmerlands,8272,"Flejsborg,Vesthimmer",281,51,18%,0%,1%,81%
Vesthimmerlands,8273,"Ulstrup,Vesthimmerla",1294,187,14%,0%,1%,84%
Vesthimmerlands,8274,"Gundersted,Vesthimme",275,52,19%,0%,1%,80%
Vesthimmerlands,8275,"Blære,Vesthimmerland",359,44,12%,0%,1%,86%
Vesthimmerlands,8277,"Skivum,Vesthimmerlan",538,74,14%,0%,1%,85%
Vesthimmerlands,8278,"Giver,Vesthimmerland",165,21,13%,0%,1%,86%
Vesthimmerlands,8281,"Strandby,Vesthimmerl",712,124,17%,0%,1%,82%
Vesthimmerlands,8282,"Farsø,Vesthimmerland",3570,503,14%,0%,1%,85%
Vesthimmerlands,8283,"Ullits,Vesthimmerlan",217,24,11%,0%,0%,88%
Vesthimmerlands,8284,"Fovlum,Vesthimmerlan",342,48,14%,0%,1%,85%
Vesthimmerlands,8285,"Louns,Vesthimmerland",740,44,6%,0%,1%,93%
Vesthimmerlands,8286,"Alstrup,Vesthimmerla",144,22,15%,0%,1%,83%
Vesthimmerlands,8287,"Gislum,Vesthimmerlan",258,35,14%,0%,0%,86%
Vesthimmerlands,8288,"Vognsild,Vesthimmerl",720,121,17%,0%,2%,81%
Vesthimmerlands,8348,"Løgstør,Vesthimmerla",3171,364,11%,0%,1%,87%
Vesthimmerlands,8349,"Løgsted,Vesthimmerla",569,47,8%,0%,1%,91%
Vesthimmerlands,8350,"Ranum,Vesthimmerland",1132,191,17%,0%,1%,82%
Vesthimmerlands,8351,"Malle,Vesthimmerland",149,<10,,,,
Vesthimmerlands,8352,"Overlade,Vesthimmerl",889,131,15%,0%,1%,84%
Vesthimmerlands,8353,"Hyllebjerg,Vesthimme",112,23,21%,0%,2%,78%
Vesthimmerlands,8354,"Vilsted,Vesthimmerla",311,54,17%,0%,0%,82%
Vesthimmerlands,8355,"Vindblæs,Vesthimmerl",362,49,14%,0%,1%,85%
Vesthimmerlands,8358,"Næsborg,Vesthimmerla",273,39,14%,0%,2%,84%
Vesthimmerlands,8359,"Kornum,Vesthimmerlan",281,48,17%,0%,1%,82%
Vesthimmerlands,8360,"Salling,Vesthimmerla",346,41,12%,0%,2%,86%
Vesthimmerlands,8361,"Oudrup,Vesthimmerlan",160,24,15%,0%,1%,84%
Vesthimmerlands,8399,"Aggersborg,Vesthimme",363,42,12%,0%,1%,88%
Vesthimmerlands,8517,"Vesterbølle,Vesthimm",300,48,16%,0%,1%,83%
Vesthimmerlands,8518,"Østerbølle,Vesthimme",223,30,13%,0%,1%,85%
Vesthimmerlands,8519,"Gedsted,Vesthimmerl",911,99,11%,0%,1%,88%
Vesthimmerlands,8520,"Fjeldsø,Vesthimmerl",407,59,14%,0%,1%,85%
Vesthimmerlands,8521,"Simested,Vesthimmerl",558,88,16%,0%,0%,84%
Vesthimmerlands,8522,"Testrup,Vesthimmerl",158,28,18%,0%,1%,81%
Vesthimmerlands,8904,"Aalestrup,Vesthimmer",2460,295,12%,0%,1%,87%
Vesthimmerlands,9095,"Svingelbjerg,Vesthim",168,39,23%,0%,1%,76%
Viborg,,,226,82,36%,0%,6%,58%
Viborg,8484,"Sahl,Viborg",479,69,14%,0%,1%,85%
Viborg,8485,"Gullev,Viborg",421,50,12%,0%,1%,87%
Viborg,8497,"Tårup,Viborg",343,46,13%,0%,1%,86%
Viborg,8498,"Kvols,Viborg",96,<10,,,,
Viborg,8499,"Kobberup,Skive",250,36,14%,0%,0%,85%
Viborg,8500,"Stoholm,Viborg",2342,193,8%,0%,1%,91%
Viborg,8501,"Sparkær,Viborg",683,68,10%,0%,1%,88%
Viborg,8502,"Gammelstrup,Viborg",126,23,18%,0%,2%,80%
Viborg,8503,"Daugbjerg,Viborg",389,55,14%,0%,1%,85%
Viborg,8504,"Mønsted,Viborg",782,66,8%,0%,1%,91%
Viborg,8505,"Smollerup,Viborg",292,38,13%,0%,1%,86%
Viborg,8506,"Vridsted,Viborg",584,51,9%,0%,1%,91%
Viborg,8507,"Fly,Viborg",368,31,8%,0%,1%,90%
Viborg,8508,"Vroue,Viborg",552,68,12%,0%,1%,87%
Viborg,8509,"Resen,Viborg",165,19,12%,0%,1%,88%
Viborg,8521,"Simested,Vesthimmerl",25,<10,,,,
Viborg,8523,"Hvam, Viborg",470,76,16%,0%,1%,83%
Viborg,8524,"Hvilsom,Mariagerfjor",44,<10,,,,
Viborg,8525,"Hersom,Viborg",214,40,19%,0%,1%,80%
Viborg,8526,"V Bjerregrav,Viborg",555,40,7%,0%,2%,91%
Viborg,8527,"Klejtrup,Viborg",1063,119,11%,0%,1%,88%
Viborg,8528,"V Tostrup,Viborg",1027,129,13%,0%,1%,86%
Viborg,8529,"Roum,Viborg",669,90,13%,0%,1%,86%
Viborg,8530,"Låstrup,Viborg",315,28,9%,0%,2%,90%
Viborg,8531,"Skals,Viborg",1863,173,9%,0%,2%,89%
Viborg,8532,"Ulbjerg,Viborg",820,120,15%,0%,1%,85%
Viborg,8533,"Lynderup,Viborg",223,21,9%,0%,1%,89%
Viborg,8534,"Dollerup,Viborg",1692,156,9%,0%,1%,90%
Viborg,8535,"Finderup,Viborg",320,33,10%,0%,2%,88%
Viborg,8536,"Ravnstrup,Viborg",521,67,13%,0%,1%,86%
Viborg,8563,"Vorde,Viborg",1102,80,7%,0%,1%,92%
Viborg,8564,"Fiskbæk,Viborg",1371,153,11%,0%,1%,88%
Viborg,8565,"Romlund,Viborg",224,18,8%,0%,2%,90%
Viborg,8566,"Rødding,Viborg",1166,101,9%,0%,1%,90%
Viborg,8567,"Løvel,Viborg",928,100,11%,0%,2%,88%
Viborg,8568,"Pederstrup,Viborg",80,<10,,,,
Viborg,8569,"Vammen,Viborg",704,90,13%,0%,1%,86%
Viborg,8570,"Lindum,Viborg",277,42,15%,0%,3%,82%
Viborg,8571,"Bigum,Viborg",87,<10,,,,
Viborg,8591,"Lysgård,Viborg",436,47,11%,0%,2%,87%
Viborg,8593,"Almind,Viborg",922,84,9%,0%,1%,90%
Viborg,8594,"Højbjerg,Viborg",626,74,12%,0%,3%,86%
Viborg,8595,"Elsborg,Viborg",412,55,13%,0%,1%,85%
Viborg,8602,"Frederiks,Viborg",2386,249,10%,0%,1%,89%
Viborg,8603,"Karup,Viborg",2919,320,11%,0%,1%,88%
Viborg,8613,"Domkirkens,Viborg",7721,907,12%,0%,1%,87%
Viborg,8614,"Viborg Søndre,Viborg",6999,842,12%,0%,1%,86%
Viborg,8615,"Asmild,Viborg",5746,384,7%,0%,1%,92%
Viborg,8616,"Tapdrup,Viborg",677,78,12%,0%,1%,88%
Viborg,8617,"Vinkel,Viborg",412,62,15%,0%,1%,84%
Viborg,8618,"S Rind,Viborg",558,79,14%,0%,2%,84%
Viborg,8619,"Vindum,Viborg",1906,297,16%,0%,2%,83%
Viborg,8621,"Mammen,Viborg",483,62,13%,0%,2%,85%
Viborg,8622,"Bjerringbro,Viborg",4245,457,11%,0%,1%,88%
Viborg,8624,"Lee,Viborg",311,72,23%,0%,2%,75%
Viborg,8625,"Hjorthede,Viborg",279,69,25%,0%,3%,72%
Viborg,8627,"Skjern,Viborg",412,50,12%,0%,0%,87%
Viborg,8634,"Tjele,Viborg",301,47,16%,0%,3%,82%
Viborg,8635,"N Vinge,Viborg",66,<10,,,,
Viborg,8636,"Ørum,Viborg",1642,185,11%,0%,1%,88%
Viborg,8637,"Viskum,Viborg",209,23,11%,0%,1%,88%
Viborg,8638,"Vejrum,Viborg",518,80,15%,0%,1%,83%
Viborg,8639,"Vorning,Viborg",397,74,19%,0%,2%,79%
Viborg,8640,"Kvorning,Viborg",285,35,12%,0%,1%,87%
Viborg,8641,"Hammershøj,Viborg",898,105,12%,0%,1%,87%
Viborg,9079,"Vestervang,Viborg",4970,446,9%,0%,1%,90%
Viborg,9126,"Søndermark,Viborg",6174,506,8%,0%,1%,91%
Viborg,9149,"Houlkær,Viborg",4358,432,10%,0%,1%,89%
Viborg,9168,"Iglsø,Viborg",404,51,13%,0%,3%,85%
Viborg,9214,"Bjerring,Viborg",1781,168,9%,0%,1%,89%
Viborg,9215,"Hjermind,Viborg",832,87,10%,0%,1%,88%
Vordingborg,,,169,60,36%,0%,2%,63%
Vordingborg,7466,"Præstø,Vordingborg",1649,233,14%,0%,1%,85%
Vordingborg,7468,"Skibinge,Vordingborg",2650,229,9%,0%,1%,91%
Vordingborg,7469,"Vordingbg,Vordingbg",11459,1567,14%,0%,1%,85%
Vordingborg,7470,"Kastrup,Vordingborg",2425,370,15%,0%,1%,83%
Vordingborg,7471,"Jungshoved,Vordingbo",710,137,19%,0%,0%,80%
Vordingborg,7474,"Bårse,Vordingborg",667,117,18%,0%,1%,81%
Vordingborg,7475,"Beldringe,Vordingbor",342,55,16%,0%,1%,83%
Vordingborg,7476,"Allerslev,Vordingbor",612,99,16%,0%,2%,82%
Vordingborg,7477,"Udby,Vordingborg",285,48,17%,0%,0%,83%
Vordingborg,7478,"Ørslev,Vordingborg",1838,220,12%,0%,1%,87%
Vordingborg,7479,"Ø Egesborg,Vordingb",548,78,14%,0%,2%,84%
Vordingborg,7480,"Mern,Vordingborg",1324,181,14%,0%,1%,85%
Vordingborg,7481,"Kalvehave,Vordingbor",1857,273,15%,0%,1%,84%
Vordingborg,7483,"Stege,Vordingborg",4441,561,13%,0%,1%,86%
Vordingborg,7485,"Nyord,Vordingborg",33,<10,,,,
Vordingborg,7486,"Keldby,Vordingborg",454,69,15%,0%,2%,83%
Vordingborg,7487,"Elmelunde,Vordingbor",373,54,14%,0%,0%,85%
Vordingborg,7488,"Borre,Vordingborg",451,91,20%,0%,2%,78%
Vordingborg,7489,"Magleby,Vordingborg",549,88,16%,0%,1%,83%
Vordingborg,7490,"Damsholte,Vordingbor",782,130,17%,0%,2%,82%
Vordingborg,7491,"Fanefjord,Vordingbor",1282,196,15%,0%,1%,83%
Vordingborg,7507,"Lundby,Vordingborg",945,154,16%,0%,1%,83%
Vordingborg,7508,"Køng,Vordingborg",1135,145,13%,0%,1%,86%
Vordingborg,7509,"Sværdborg,Vordingbg",905,132,15%,0%,1%,84%
Vordingborg,7521,"Bogø,Vordingborg",1083,115,11%,0%,1%,89%
Vordingborg,9109,"Stensby,Vordingborg",1649,250,15%,0%,1%,84%
Vordingborg,9247,"Svinø,Vordingborg",178,14,8%,0%,1%,91%
Ærø,7713,"Ærøskøbing,Ærø",899,96,11%,0%,1%,88%
Ærø,7714,"Marstal,Ærø",2564,184,7%,0%,1%,92%
Ærø,7715,"Rise,Ærø",730,63,9%,0%,1%,90%
Ærø,7716,"Tranderup,Ærø",306,30,10%,0%,0%,90%
Ærø,7717,"Bregninge,Ærø",442,55,12%,0%,1%,87%
Ærø,7718,"Søby,Ærø",580,90,16%,0%,1%,84%
